"Time, hr",Compound A,Compound B,Compound C,Compound D,Compound E,Compound F,Compound G,Compound H,Compound I
248.61,0.403619178,-3.382260926,0.525759177,0.247812873,-0.405066183,-0.014769527,-0.035840923,1.074278892,-1.65060544
248.71,0.403456744,-3.382261172,0.525759177,0.247812875,-0.405070945,-0.01475742,-0.035809291,1.074278892,-1.65060544
248.81,0.403314675,-3.382261417,0.525759177,0.247812877,-0.405075707,-0.014738733,-0.035775201,1.074278892,-1.65060544
248.91,0.403198215,-3.382261663,0.525759178,0.247812879,-0.405080469,-0.014713654,-0.035729748,1.074278892,-1.65060544
249.01,0.403115183,-3.382261909,0.525759178,0.247812881,-0.40508523,-0.014685128,-0.035676718,1.074278892,-1.65060544
249.11,0.403063139,-3.382262154,0.525759178,0.247812882,-0.405089992,-0.014651018,-0.035623688,1.074278892,-1.65060544
249.21,0.403036794,-3.3822624,0.525759179,0.247812884,-0.405094754,-0.014616776,-0.03557014,1.074278892,-1.65060544
249.31,0.403043011,-3.382262646,0.525759179,0.247812886,-0.405099515,-0.014581353,-0.035516073,1.074278892,-1.65060544
249.41,0.403080113,-3.382262891,0.525759179,0.247812888,-0.405104275,-0.01454593,-0.035462007,1.074278892,-1.65060544
249.51,0.403132357,-3.382263137,0.525759179,0.24781289,-0.405109036,-0.014510507,-0.03540794,1.074278892,-1.65060544
249.61,0.403196496,-3.382263383,0.52575918,0.247812891,-0.405113797,-0.014475084,-0.035353874,1.074278892,-1.65060544
249.71,0.403296619,-3.382263628,0.52575918,0.247812893,-0.405118558,-0.014444855,-0.035307875,1.074278892,-1.65060544
249.81,0.403433615,-3.382263874,0.52575918,0.247812895,-0.405123319,-0.014417153,-0.035273976,1.074278892,-1.65060544
249.91,0.403574045,-3.38226412,0.525759181,0.247812897,-0.40512808,-0.01439437,-0.035240078,1.074278892,-1.65060544
250.01,0.403704637,-3.382264365,0.525759181,0.247812899,-0.405132841,-0.014377397,-0.035222674,1.074278892,-1.65060544
250.11,0.403828672,-3.382264611,0.525759181,0.2478129,-0.405137601,-0.014364562,-0.035209393,1.074278892,-1.65060544
250.21,0.403952707,-3.382264857,0.525759181,0.247812902,-0.405142362,-0.014355218,-0.035199693,1.074278892,-1.65060544
250.31,0.404076742,-3.382265102,0.525759182,0.247812904,-0.405147123,-0.014352659,-0.035204314,1.074278892,-1.65060544
250.41,0.404207203,-3.382265348,0.525759182,0.247812906,-0.405151884,-0.014352671,-0.035208935,1.074278892,-1.65060544
250.51,0.404325606,-3.382265593,0.525759182,0.247812908,-0.405156645,-0.014356504,-0.035223551,1.074278892,-1.65060544
250.61,0.404417038,-3.382265839,0.525759183,0.247812909,-0.405161405,-0.014365094,-0.035243298,1.074278892,-1.65060544
250.71,0.404498152,-3.382266085,0.525759183,0.247812911,-0.405166166,-0.014374749,-0.035263046,1.074278892,-1.65060544
250.81,0.4045757,-3.38226633,0.525759183,0.247812913,-0.405170927,-0.014388926,-0.035282793,1.074278892,-1.65060544
250.91,0.40464167,-3.382266576,0.525759184,0.247812915,-0.405175688,-0.014403102,-0.035305313,1.074278892,-1.65060544
251.01,0.404688571,-3.382266822,0.525759184,0.247812917,-0.405180449,-0.014418244,-0.035328527,1.074278892,-1.65060544
251.11,0.40471078,-3.382267067,0.525759184,0.247812918,-0.405185209,-0.014434029,-0.035351741,1.074278892,-1.65060544
251.21,0.404707813,-3.382267313,0.525759184,0.24781292,-0.40518997,-0.014449814,-0.035374954,1.074278892,-1.65060544
251.31,0.404699049,-3.382267559,0.525759185,0.247812922,-0.405194731,-0.014465598,-0.035398168,1.074278892,-1.65060544
251.41,0.404690286,-3.382267804,0.525759185,0.247812924,-0.405199492,-0.014481383,-0.035421382,1.074278892,-1.65060544
251.51,0.40467791,-3.38226805,0.525759185,0.247812926,-0.405204252,-0.014497168,-0.035444595,1.074278892,-1.65060544
251.61,0.404662842,-3.382268296,0.525759186,0.247812927,-0.405206884,-0.014512953,-0.035467809,1.074278892,-1.65060544
251.71,0.404643527,-3.382268541,0.525759186,0.247812929,-0.405208603,-0.014527534,-0.035491022,1.074278892,-1.65060544
251.81,0.40461477,-3.382268787,0.525759186,0.247812931,-0.405210322,-0.0145373,-0.035514236,1.074278892,-1.65060544
251.91,0.404576809,-3.382269033,0.525759186,0.247812933,-0.405212041,-0.014546615,-0.035531886,1.074278892,-1.65060544
252.01,0.404533618,-3.382269278,0.525759187,0.247812935,-0.40521376,-0.014551872,-0.035536554,1.074278892,-1.65060544
252.11,0.404487658,-3.382269524,0.525759187,0.247812936,-0.405215479,-0.014557128,-0.035541222,1.074278892,-1.65060544
252.21,0.404441697,-3.382269769,0.525759187,0.247812938,-0.405217198,-0.014559276,-0.03554589,1.074278892,-1.65060544
252.31,0.40439446,-3.382270015,0.525759188,0.24781294,-0.405218916,-0.014560092,-0.035544584,1.074278892,-1.65060544
252.41,0.404350377,-3.382270261,0.525759188,0.247812942,-0.405220635,-0.014558279,-0.035537306,1.074278892,-1.65060544
252.51,0.404323672,-3.382270506,0.525759188,0.247812944,-0.405222354,-0.014554713,-0.035530027,1.074278892,-1.65060544
252.61,0.404311841,-3.382270752,0.525759189,0.247812945,-0.405224073,-0.014551147,-0.035522748,1.074278892,-1.65060544
252.71,0.404303494,-3.382270998,0.525759189,0.247812947,-0.405225792,-0.014544239,-0.035515469,1.074278892,-1.65060544
252.81,0.404298238,-3.382271243,0.525759189,0.247812949,-0.405227511,-0.014537331,-0.035505949,1.074278892,-1.65060544
252.91,0.404293326,-3.382271489,0.525759189,0.247812951,-0.40522923,-0.014530422,-0.035496429,1.074278892,-1.65060544
253.01,0.404292383,-3.382271735,0.52575919,0.247812953,-0.405230949,-0.014523421,-0.035486909,1.074278892,-1.65060544
253.11,0.404298348,-3.38227198,0.52575919,0.247812955,-0.405232668,-0.01451628,-0.035477389,1.074278892,-1.65060544
253.21,0.404309997,-3.382272226,0.52575919,0.247812956,-0.405234387,-0.014509139,-0.035467869,1.074278892,-1.65060544
253.31,0.404327402,-3.382272472,0.525759191,0.247812958,-0.405236106,-0.014501998,-0.035458349,1.074278892,-1.65060544
253.41,0.404350611,-3.382272717,0.525759191,0.24781296,-0.405237825,-0.014494857,-0.035448828,1.074278892,-1.65060544
253.51,0.404375288,-3.382272963,0.525759191,0.247812962,-0.405239544,-0.014487716,-0.035439308,1.074278892,-1.65060544
253.61,0.404402167,-3.382273209,0.525759191,0.247812964,-0.405241263,-0.014480576,-0.035429788,1.074278892,-1.65060544
253.71,0.404429453,-3.382273454,0.525759192,0.247812965,-0.405242981,-0.014475963,-0.035420268,1.074278892,-1.65060544
253.81,0.404458366,-3.3822737,0.525759192,0.247812967,-0.4052447,-0.014472433,-0.035410748,1.074278892,-1.65060544
253.91,0.404487279,-3.382273945,0.525759192,0.247812969,-0.405246419,-0.014468904,-0.035401228,1.074278892,-1.65060544
254.01,0.404515891,-3.382274191,0.525759193,0.247812971,-0.405248138,-0.014467443,-0.035401091,1.074278892,-1.65060544
254.11,0.4045433,-3.382274437,0.525759193,0.247812973,-0.405249857,-0.014466868,-0.035403301,1.074278892,-1.65060544
254.21,0.404568598,-3.382274682,0.525759193,0.247812974,-0.405251576,-0.014466293,-0.03540551,1.074278892,-1.65060544
254.31,0.404592488,-3.382274928,0.525759194,0.247812976,-0.405253295,-0.014467575,-0.03540772,1.074278892,-1.65060544
254.41,0.404613049,-3.382275174,0.525759194,0.247812978,-0.405255014,-0.014469653,-0.035409929,1.074278892,-1.65060544
254.51,0.404630282,-3.382275419,0.525759194,0.24781298,-0.405254285,-0.014471731,-0.035412138,1.074278892,-1.65060544
254.61,0.404642539,-3.382275665,0.525759194,0.247812982,-0.405253556,-0.014474124,-0.03541803,1.074278892,-1.65060544
254.71,0.404654797,-3.382275911,0.525759195,0.247812983,-0.405252827,-0.014477776,-0.03542433,1.074278892,-1.65060544
254.81,0.404663368,-3.382276156,0.525759195,0.247812985,-0.405252098,-0.014481428,-0.03543063,1.074278892,-1.65060544
254.91,0.404671093,-3.382276402,0.525759195,0.247812987,-0.405251369,-0.01448508,-0.035436931,1.074278892,-1.65060544
255.01,0.404512715,-2.523129578,-0.823364732,0.77609593,-0.242999007,-0.047864439,-0.493923202,1.404508652,-0.471035061
255.11,0.405583368,-2.139289564,-0.823364761,0.776095936,-0.238610287,-0.067349787,-0.744243236,1.404508652,-0.471035059
255.21,0.378482609,-2.067426805,-0.823364786,0.77609594,-0.223362558,-0.07694171,-0.761256608,1.404508652,-0.471035059
255.31,0.347176392,-2.05159174,-0.823364812,0.776095945,-0.195489107,-0.080846441,-0.759329394,1.404508652,-0.471035059
255.41,0.324200092,-2.047440264,-0.823364837,0.776095949,-0.173360847,-0.082273482,-0.756113071,1.404508652,-0.471035059
255.51,0.310025402,-2.046524741,-0.823364862,0.776095953,-0.161584923,-0.08271497,-0.754184326,1.404508652,-0.471035059
255.61,0.300504307,-2.046297326,-0.823364887,0.776095957,-0.156123336,-0.082797914,-0.753319277,1.404508652,-0.471035059
255.71,0.292266471,-2.046154197,-0.823364912,0.776095961,-0.152167824,-0.082765808,-0.752853988,1.404508652,-0.471035059
255.81,0.284382564,-2.046137497,-0.823364937,0.776095965,-0.147699345,-0.082663522,-0.752297889,1.404508652,-0.471035059
255.91,0.277315716,-2.046120797,-0.823364963,0.77609597,-0.143029763,-0.082470269,-0.751521903,1.404508652,-0.471035059
256.01,0.271539549,-2.046104096,-0.823364988,0.776095974,-0.13869502,-0.082158181,-0.750582666,1.404508652,-0.471035059
256.11,0.267069657,-2.046087396,-0.823365013,0.776095978,-0.135350582,-0.08174373,-0.749607453,1.404508652,-0.471035059
256.21,0.263607591,-2.046070696,-0.823365038,0.776095982,-0.132731112,-0.081245768,-0.748636019,1.404508652,-0.471035059
256.31,0.260840492,-2.046053996,-0.823365063,0.776095986,-0.130571973,-0.080695605,-0.747672486,1.404508652,-0.471035059
256.41,0.258579766,-2.046037296,-0.823365088,0.77609599,-0.128700577,-0.08010798,-0.746711894,1.404508652,-0.471035059
256.51,0.256754968,-2.046020596,-0.823365113,0.776095995,-0.127020098,-0.079510341,-0.745789258,1.404508652,-0.471035059
256.61,0.255337969,-2.046003896,-0.823365139,0.776095999,-0.125563437,-0.078927562,-0.744933427,1.404508652,-0.471035059
256.71,0.25429032,-2.045987196,-0.823365164,0.776096003,-0.124333751,-0.078389907,-0.744192088,1.404508652,-0.471035059
256.81,0.253565239,-2.045970496,-0.823365189,0.776096007,-0.123316657,-0.077922367,-0.743595787,1.404508652,-0.471035059
256.91,0.253114245,-2.045953796,-0.823365214,0.776096011,-0.12248873,-0.077546648,-0.743150543,1.404508652,-0.471035059
257.01,0.252901513,-2.045937096,-0.823365239,0.776096015,-0.121815385,-0.077267126,-0.742851505,1.404508652,-0.471035059
257.11,0.25290085,-2.045920396,-0.823365264,0.77609602,-0.121282491,-0.077082502,-0.742680953,1.404508652,-0.471035059
257.21,0.25316334,-2.045909934,-0.82336529,0.776096024,-0.120928499,-0.076976661,-0.742622842,1.404508652,-0.471035059
257.31,0.253734919,-2.045955617,-0.823365315,0.776096028,-0.120937638,-0.076951563,-0.742698805,1.404508652,-0.471035059
257.41,0.254549775,-2.046001299,-0.82336534,0.776096032,-0.121312089,-0.076996072,-0.742871066,1.404508652,-0.471035059
257.51,0.255499835,-2.046046982,-0.823365365,0.776096036,-0.121838491,-0.077099623,-0.743119523,1.404508652,-0.471035059
257.61,0.256487561,-2.046092665,-0.82336539,0.776096041,-0.122430498,-0.077248798,-0.743415018,1.404508652,-0.471035059
257.71,0.257461355,-2.046138348,-0.823365415,0.776096045,-0.123022424,-0.077429138,-0.743743158,1.404508652,-0.471035059
257.81,0.258398784,-2.04617992,-0.823365441,0.776096049,-0.12361427,-0.077630207,-0.744095684,1.404508652,-0.471035059
257.91,0.25928339,-2.046184492,-0.823365466,0.776096053,-0.124206035,-0.077850146,-0.744439458,1.404508652,-0.471035059
258.01,0.260107771,-2.046189065,-0.823365491,0.776096057,-0.124797719,-0.07807652,-0.744778078,1.404508652,-0.471035059
258.11,0.260864479,-2.046193637,-0.823365516,0.776096061,-0.125377584,-0.07830501,-0.745103816,1.404508652,-0.471035059
258.21,0.261536441,-2.04619821,-0.823365541,0.776096066,-0.125851745,-0.078530609,-0.745414483,1.404508652,-0.471035059
258.31,0.26210604,-2.046202782,-0.823365566,0.77609607,-0.126325855,-0.078743326,-0.745709837,1.404508652,-0.471035059
258.41,0.26256533,-2.046207355,-0.823365591,0.776096074,-0.126707981,-0.078943767,-0.745971717,1.404508652,-0.471035059
258.51,0.262915612,-2.046211928,-0.823365617,0.776096078,-0.127065488,-0.079129831,-0.746215121,1.404508652,-0.471035059
258.61,0.263164117,-2.0462165,-0.823365642,0.776096082,-0.127365601,-0.079298512,-0.746438112,1.404508652,-0.471035059
258.71,0.263315699,-2.046221073,-0.823365667,0.776096086,-0.127665693,-0.079451669,-0.746621893,1.404508652,-0.471035059
258.81,0.263377029,-2.046225645,-0.823365692,0.776096091,-0.127896819,-0.079585056,-0.746787586,1.404508652,-0.471035059
258.91,0.263352228,-2.046230218,-0.823365717,0.776096095,-0.128127933,-0.079698528,-0.746931186,1.404508652,-0.471035059
259.01,0.263252131,-2.04623479,-0.823365742,0.776096099,-0.128323284,-0.07978566,-0.747030835,1.404508652,-0.471035059
259.11,0.263087213,-2.046239363,-0.823365768,0.776096103,-0.128494795,-0.079847729,-0.747095862,1.404508652,-0.471035059
259.21,0.262866474,-2.046243935,-0.823365793,0.776096107,-0.128666299,-0.079884989,-0.747126991,1.404508652,-0.471035059
259.31,0.262603658,-2.046248508,-0.823365818,0.776096112,-0.128794554,-0.07989859,-0.747128712,1.404508652,-0.471035059
259.41,0.262311178,-2.046253081,-0.823365843,0.776096116,-0.128911994,-0.079889644,-0.747104184,1.404508652,-0.471035059
259.51,0.262004879,-2.046257653,-0.823365868,0.77609612,-0.129029432,-0.079859252,-0.747052156,1.404508652,-0.471035059
259.61,0.26169727,-2.046262226,-0.823365893,0.776096124,-0.129139379,-0.079808616,-0.746976552,1.404508652,-0.471035059
259.71,0.261396892,-2.046266798,-0.823365919,0.776096128,-0.12921936,-0.079739924,-0.746873083,1.404508652,-0.471035059
259.81,0.261116124,-2.046271371,-0.823365944,0.776096132,-0.12929934,-0.079658742,-0.746762854,1.404508652,-0.471035059
259.91,0.260865031,-2.046275943,-0.823365969,0.776096137,-0.129379318,-0.079567019,-0.746635845,1.404508652,-0.471035059
260.01,0.260652848,-2.046280516,-0.823365994,0.776096141,-0.129459294,-0.07946809,-0.746508786,1.404508652,-0.471035059
260.11,0.260485091,-2.046285089,-0.823366019,0.776096145,-0.129510543,-0.079364402,-0.746381256,1.404508652,-0.471035059
260.21,0.26036966,-2.046289661,-0.823366044,0.776096149,-0.1295586,-0.079260801,-0.746253727,1.404508652,-0.471035059
260.31,0.260307959,-2.046294234,-0.823366069,0.776096153,-0.129606656,-0.079159116,-0.746122636,1.404508652,-0.471035059
260.41,0.260300652,-2.046298806,-0.823366095,0.776096157,-0.129654711,-0.079063832,-0.746010245,1.404508652,-0.471035059
260.51,0.260348007,-2.046303379,-0.82336612,0.776096162,-0.129702766,-0.078976628,-0.745905215,1.404508652,-0.471035059
260.61,0.260443152,-2.046307951,-0.823366145,0.776096166,-0.129750821,-0.078900257,-0.745822337,1.404508652,-0.471035059
260.71,0.260583003,-2.046312524,-0.82336617,0.77609617,-0.129782796,-0.078837026,-0.745756954,1.404508652,-0.471035059
260.81,0.260760789,-2.046312437,-0.823366195,0.776096174,-0.129807881,-0.07878726,-0.745707035,1.404508652,-0.471035059
260.91,0.260969144,-2.04631235,-0.82336622,0.776096178,-0.129832966,-0.078751356,-0.745675708,1.404508652,-0.471035059
261.01,0.261199291,-2.046312263,-0.823366246,0.776096183,-0.12985805,-0.07872916,-0.745665697,1.404508652,-0.471035059
261.11,0.261443207,-2.046312176,-0.823366271,0.776096187,-0.129883134,-0.078719748,-0.745665773,1.404508652,-0.471035059
261.21,0.261691367,-2.046312089,-0.823366296,0.776096191,-0.129908218,-0.078723052,-0.745683111,1.404508652,-0.471035059
261.31,0.2619389,-2.046312002,-0.823366321,0.776096195,-0.129933302,-0.07873651,-0.745711985,1.404508652,-0.471035059
261.41,0.262175147,-2.046311915,-0.823366334,0.776096199,-0.129958386,-0.078760002,-0.745748681,1.404508652,-0.471035059
261.51,0.262394097,-2.046311828,-0.823366334,0.776096203,-0.129963259,-0.078791239,-0.745800889,1.404508652,-0.471035059
261.61,0.262591338,-2.046311741,-0.823366334,0.776096208,-0.129968132,-0.078828889,-0.74585482,1.404508652,-0.471035059
261.71,0.262761254,-2.046311654,-0.823366334,0.776096212,-0.129973005,-0.078871467,-0.745909993,1.404508652,-0.471035059
261.81,0.262901212,-2.046311568,-0.823366334,0.776096216,-0.129977877,-0.078917507,-0.745968063,1.404508652,-0.471035059
261.91,0.263008959,-2.046311481,-0.823366334,0.77609622,-0.12998275,-0.078963897,-0.746026133,1.404508652,-0.471035059
262.01,0.263083518,-2.046311394,-0.823366334,0.776096224,-0.129987623,-0.079010814,-0.746084202,1.404508652,-0.471035059
262.11,0.263124989,-2.046311307,-0.823366334,0.776096228,-0.129992496,-0.079057731,-0.746142272,1.404508652,-0.471035059
262.21,0.263134491,-2.04631122,-0.823366334,0.776096233,-0.129997369,-0.079104648,-0.746200342,1.404508652,-0.471035059
262.31,0.263113968,-2.046311133,-0.823366334,0.776096237,-0.130000931,-0.079145711,-0.746258411,1.404508652,-0.471035059
262.41,0.263065861,-2.046311046,-0.823366334,0.776096241,-0.130001437,-0.079183342,-0.746304281,1.404508652,-0.471035059
262.51,0.262994083,-2.046310959,-0.823366334,0.776096245,-0.130001942,-0.079216627,-0.746342017,1.404508652,-0.471035059
262.61,0.262902151,-2.046310872,-0.823366334,0.776096249,-0.130002448,-0.079245112,-0.746372899,1.404508652,-0.471035059
262.71,0.262794834,-2.046310785,-0.823366334,0.776096254,-0.130002953,-0.079266372,-0.7463935,1.404508652,-0.471035059
262.81,0.26267604,-2.046310698,-0.823366334,0.776096258,-0.130003459,-0.079283381,-0.746414101,1.404508652,-0.471035059
262.91,0.262549427,-2.046310611,-0.823366334,0.776096262,-0.130003965,-0.079294057,-0.746418106,1.404508652,-0.471035059
263.01,0.262422394,-2.046310524,-0.823366334,0.776096266,-0.13000447,-0.079298968,-0.746422111,1.404508652,-0.471035059
263.11,0.262295576,-2.046310437,-0.823366334,0.77609627,-0.130004976,-0.079298289,-0.746412061,1.404508652,-0.471035059
263.21,0.262175043,-2.04631035,-0.823366334,0.776096274,-0.130005481,-0.079293543,-0.746400449,1.404508652,-0.471035059
263.31,0.262063567,-2.046310263,-0.823366334,0.776096279,-0.130005987,-0.079282579,-0.746386252,1.404508652,-0.471035059
263.41,0.261965018,-2.046310177,-0.823366334,0.776096283,-0.130006492,-0.079269205,-0.746361709,1.404508652,-0.471035059
263.51,0.261880757,-2.04631009,-0.823366334,0.776096287,-0.130006998,-0.07925182,-0.746337167,1.404508652,-0.471035059
263.61,0.26181285,-2.046310003,-0.823366334,0.776096291,-0.130007504,-0.079232431,-0.746312624,1.404508652,-0.471035059
263.71,0.261762818,-2.046309916,-0.823366334,0.776096295,-0.130008009,-0.079211037,-0.746286498,1.404508652,-0.471035059
263.81,0.26173042,-2.046309829,-0.823366334,0.776096299,-0.130008515,-0.079189543,-0.746260372,1.404508652,-0.471035059
263.91,0.26171586,-2.046309742,-0.823366334,0.776096304,-0.13000902,-0.079167947,-0.746234246,1.404508652,-0.471035059
264.01,0.261717681,-2.046309655,-0.823366334,0.776096308,-0.130009526,-0.079146352,-0.74620812,1.404508652,-0.471035059
264.11,0.26173542,-2.046309568,-0.823366334,0.776096312,-0.130010031,-0.079124756,-0.746181994,1.404508652,-0.471035059
264.21,0.261766656,-2.046309481,-0.823366334,0.776096316,-0.130010537,-0.079103161,-0.746155868,1.404508652,-0.471035059
264.31,0.261810183,-2.046309394,-0.823366334,0.77609632,-0.130011043,-0.079085363,-0.746129742,1.404508652,-0.471035059
264.41,0.261863192,-2.046309307,-0.823366334,0.776096325,-0.130011548,-0.079069194,-0.746108195,1.404508652,-0.471035059
264.51,0.261923566,-2.04630922,-0.823366334,0.776096329,-0.130012054,-0.079056948,-0.746097334,1.404508652,-0.471035059
264.61,0.261987921,-2.046309133,-0.823366334,0.776096333,-0.130012559,-0.079045683,-0.746086473,1.404508652,-0.471035059
264.71,0.262053634,-2.046309046,-0.823366334,0.776096337,-0.130013065,-0.079039125,-0.746076751,1.404508652,-0.471035059
264.81,0.262119213,-2.046308959,-0.823366334,0.776096341,-0.13001357,-0.079034719,-0.746077279,1.404508652,-0.471035059
264.91,0.262183786,-2.046308872,-0.823366334,0.776096345,-0.130014076,-0.079032422,-0.746077808,1.404508652,-0.471035059
265.01,0.262243817,-2.046308785,-0.823366334,0.77609635,-0.130014581,-0.079034345,-0.746078336,1.404508652,-0.471035059
265.11,0.262297388,-2.046308699,-0.823366334,0.776096354,-0.130015087,-0.079036738,-0.746087603,1.404508652,-0.471035059
265.21,0.262344506,-2.046308612,-0.823366334,0.776096358,-0.130015593,-0.079042589,-0.746097839,1.404508652,-0.471035059
265.31,0.262383409,-2.046308525,-0.823366334,0.776096362,-0.130016098,-0.079049304,-0.746108076,1.404508652,-0.471035059
265.41,0.262414,-2.046308438,-0.823366334,0.776096366,-0.130016604,-0.079057526,-0.746118313,1.404508652,-0.471035059
265.51,0.262435824,-2.046308351,-0.823366334,0.77609637,-0.130017109,-0.079067255,-0.746129115,1.404508652,-0.471035059
265.61,0.262448839,-2.046308264,-0.823366334,0.776096375,-0.130017615,-0.079076984,-0.746140765,1.404508652,-0.471035059
265.71,0.262453338,-2.046308177,-0.823366334,0.776096379,-0.13001812,-0.079086793,-0.746152415,1.404508652,-0.471035059
265.81,0.262449725,-2.04630809,-0.823366334,0.776096383,-0.130018626,-0.079096638,-0.746164065,1.404508652,-0.471035059
265.91,0.26243931,-2.046308003,-0.823366334,0.776096387,-0.130019132,-0.079106482,-0.746175714,1.404508652,-0.471035059
266.01,0.262422435,-2.046307916,-0.823366334,0.776096391,-0.130019637,-0.079116326,-0.746187364,1.404508652,-0.471035059
266.11,0.262400572,-2.046307829,-0.823366334,0.776096396,-0.130020143,-0.079126171,-0.746199014,1.404508652,-0.471035059
266.21,0.262374886,-2.046307742,-0.823366334,0.7760964,-0.130020648,-0.079135305,-0.746210664,1.404508652,-0.471035059
266.31,0.262345581,-2.046307655,-0.823366334,0.776096404,-0.130021154,-0.0791416,-0.746222314,1.404508652,-0.471035059
266.41,0.262315713,-2.046307568,-0.823366334,0.776096408,-0.130021659,-0.079147896,-0.746231079,1.404508652,-0.471035059
266.51,0.262285602,-2.046307481,-0.823366334,0.776096412,-0.130022165,-0.079152584,-0.746233115,1.404508652,-0.471035059
266.61,0.262255492,-2.046307394,-0.823366334,0.776096416,-0.130022671,-0.079155665,-0.74623515,1.404508652,-0.471035059
266.71,0.262225382,-2.046307308,-0.823366334,0.776096421,-0.130023176,-0.079158132,-0.746237185,1.404508652,-0.471035059
266.81,0.262196382,-2.046307221,-0.823366334,0.776096425,-0.130023682,-0.07915814,-0.746239136,1.404508652,-0.471035059
266.91,0.262171821,-2.046307134,-0.823366334,0.776096429,-0.130024187,-0.079158148,-0.746237746,1.404508652,-0.471035059
267.01,0.262151605,-2.046307047,-0.823366334,0.776096433,-0.130024693,-0.079156483,-0.746233016,1.404508652,-0.471035059
267.11,0.262134189,-2.04630696,-0.823366334,0.776096437,-0.130025198,-0.079153704,-0.746228287,1.404508652,-0.471035059
267.21,0.262121059,-2.046306873,-0.823366334,0.776096441,-0.130025704,-0.079150925,-0.746223557,1.404508652,-0.471035059
267.31,0.262112203,-2.046306786,-0.823366334,0.776096446,-0.13002621,-0.079146769,-0.746218827,1.404508652,-0.471035059
267.41,0.262107366,-2.046306699,-0.823366334,0.77609645,-0.130026715,-0.079142023,-0.746214098,1.404508652,-0.471035059
267.51,0.262106138,-2.046306612,-0.823366334,0.776096454,-0.130027221,-0.079137278,-0.746209362,1.404508652,-0.471035059
267.61,0.262108586,-2.046306525,-0.823366334,0.776096458,-0.130027726,-0.079132532,-0.746204625,1.404508652,-0.471035059
267.71,0.262114287,-2.046306438,-0.823366334,0.776096462,-0.130028232,-0.079127786,-0.746199887,1.404508652,-0.471035059
267.81,0.262122289,-2.046306351,-0.823366334,0.776096466,-0.130028737,-0.079123497,-0.746195149,1.404508652,-0.471035059
267.91,0.262133054,-2.046306264,-0.823366334,0.776096471,-0.130029051,-0.079119403,-0.746190411,1.404508652,-0.471035059
268.01,0.262144511,-2.046306177,-0.823366334,0.776096475,-0.130028916,-0.079115308,-0.746185673,1.404508652,-0.471035059
268.11,0.262157053,-2.04630609,-0.823366334,0.776096479,-0.130028781,-0.079111214,-0.746180935,1.404508652,-0.471035059
268.21,0.262169717,-2.046306003,-0.823366334,0.776096483,-0.130028646,-0.07910712,-0.746176197,1.404508652,-0.471035059
268.31,0.26218238,-2.046305916,-0.823366334,0.776096487,-0.130028511,-0.079104924,-0.746171459,1.404508652,-0.471035059
268.41,0.262195044,-2.04630583,-0.823366334,0.776096492,-0.130028377,-0.079103202,-0.746166722,1.404508652,-0.471035059
268.51,0.262207707,-2.046305743,-0.823366334,0.776096496,-0.130028242,-0.07910148,-0.746164936,1.404508652,-0.471035059
268.61,0.262220371,-2.046305656,-0.823366334,0.7760965,-0.130028107,-0.079099758,-0.746166104,1.404508652,-0.471035059
268.71,0.262233034,-2.046305569,-0.823366334,0.776096504,-0.130027972,-0.079100211,-0.746167271,1.404508652,-0.471035059
268.81,0.262241272,-2.046305482,-0.823366334,0.776096508,-0.130027837,-0.079100664,-0.746168438,1.404508652,-0.471035059
268.91,0.26224827,-2.046305395,-0.823366334,0.776096512,-0.130027702,-0.079101117,-0.746169606,1.404508652,-0.471035059
269.01,0.262253411,-2.046305308,-0.823366334,0.776096517,-0.130027567,-0.079102054,-0.746170773,1.404508652,-0.471035059
269.11,0.262257197,-2.046305221,-0.823366334,0.776096521,-0.130027433,-0.079104123,-0.74617194,1.404508652,-0.471035059
269.21,0.262258951,-2.046305134,-0.823366334,0.776096525,-0.130027298,-0.079106191,-0.746173432,1.404508652,-0.471035059
269.31,0.262259464,-2.046305047,-0.823366334,0.776096529,-0.130027163,-0.07910826,-0.746176222,1.404508652,-0.471035059
269.41,0.262258113,-2.04630496,-0.823366334,0.776096533,-0.130027028,-0.079110328,-0.746179013,1.404508652,-0.471035059
269.51,0.26225627,-2.046304873,-0.823366334,0.776096537,-0.130026893,-0.079112397,-0.746181803,1.404508652,-0.471035059
269.61,0.262252461,-2.046304786,-0.823366334,0.776096542,-0.130026758,-0.079114468,-0.746184593,1.404508652,-0.471035059
269.71,0.262248652,-2.046304699,-0.823366334,0.776096546,-0.130026623,-0.079116552,-0.746187384,1.404508652,-0.471035059
269.81,0.262243702,-2.046304612,-0.823366334,0.77609655,-0.130026489,-0.079118635,-0.746190174,1.404508652,-0.471035059
269.91,0.262238466,-2.046304525,-0.823366334,0.776096554,-0.130026354,-0.079120718,-0.746192964,1.404508652,-0.471035059
270.01,0.261917273,0.149130095,0.21229425,-0.882972627,0.230322047,-0.040562156,-0.121522197,0.781510989,0.791491893
270.11,0.226488579,1.098663022,0.212294254,-0.882972633,0.321317344,-0.00623948,0.292849295,0.781510989,0.791491894
270.21,0.184640455,1.287476046,0.212294254,-0.882972634,42.28523826,0.018615297,0.380154153,0.781510989,0.791491894
270.31,0.213172446,1.330080383,0.212294255,-0.882972635,74.27596192,0.041687967,0.421788141,0.781510989,0.791491894
270.41,0.276651114,1.344484835,0.212294256,-0.882972637,11.93667824,0.055739695,0.413990992,0.781510989,0.791491894
